Linked Issue Type,Issue Sub-Type,Issue key,Issue Tasks,Assignee,Reporter,Created,Resolved,Priority,Status,Downtime started,Category,Downtime,Downtime Ended,Days,Resolved Hours,Downtime Hours,Cost Impact,Downtime Percentage,City,Region,Country,Linked Remedy
Incident,Incident,TEI-882,TEI Incident,Amit Sikdar,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Low,Resolved,04-03-2023 17:15,Deployement,Yes,10-03-2023 17:15,2,48,3,₹ 360,7,Kochi,Asia Pacific,India,INC000023531048
Incident,Employee,JML-142,Joiner,Lincy Mathew,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,Low,Done,05-03-2023 11:10,Database,Yes,10-03-2023 11:10,2,48,3,₹ 360,7,Jaipur,Asia Pacific,India,INC000023582212
Incident,Incident,TEI-883,TEI Incident,Santhi Maadhaven,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,High,Resolved,05-03-2023 17:15,Software,Yes,06-03-2023 17:15,2,48,3,₹ 360,7,Pune,Asia Pacific,India,INC000023531051
Incident,Employee,JML-143,Leaver,Srinivas Gandhi M H S,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,Low,Done,06-03-2023 11:10,Deployement,No,11-03-2023 11:10,2,48,3,₹ 360,7,Pune,Asia Pacific,India,INC000023582213
Incident,Incident,TEI-884,TEI Incident,Hiren Modi,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,High,Resolved,06-03-2023 17:15,Configuration,No,07-03-2023 17:15,2,48,3,₹ 360,7,Jaipur,Asia Pacific,India,INC000023531075
Incident,Employee,JML-144,Mover,Kalpana Devi Elumalai,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,High,Done,07-03-2023 11:10,Software,No,12-03-2023 11:10,2,48,3,₹ 360,7,Jaipur,Asia Pacific,India,INC000023582591
Incident,Incident,TEI-885,TEI Incident,Sabarish V,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,High,Resolved,07-03-2023 17:15,Application,No,08-03-2023 17:15,2,48,3,₹ 360,7,Delhi,Asia Pacific,India,INC000023531318
Incident,Employee,JML-145,Joiner,Mansi Dhawas Sanjay,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,High,Done,08-03-2023 11:10,Configuration,No,13-03-2023 11:10,2,48,3,₹ 360,7,Jaipur,Asia Pacific,India,INC000023582669
Incident,Incident,TEI-886,TEI Incident,Kallem Venkata Sai Deepti Sindhura,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Medium,Resolved,08-03-2023 17:15,Hardware,No,09-03-2023 17:15,2,48,3,₹ 360,7,Delhi,Asia Pacific,India,INC000023531723
Incident,Employee,JML-146,Leaver,Bharath PrathapBadugu,DIVYA SUSAN KURIAN,12-01-2023 17:15,15-01-2023 17:15,High,Done,09-03-2023 11:10,Application,No,14-03-2023 11:10,3,72,3,₹ 360,4,Jaipur,Asia Pacific,India,INC000023582693
Incident,Incident,TEI-887,TEI Incident,Lincy Mathew,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Medium,Resolved,09-03-2023 17:15,Network,No,10-03-2023 17:15,3,72,3,₹ 360,4,Kochi,Asia Pacific,India,INC000023531919
Incident,Employee,JML-147,Mover,Divya Susan Kurian,DIVYA SUSAN KURIAN,12-01-2023 17:15,15-01-2023 17:15,Medium,Done,10-03-2023 11:10,Hardware,No,15-03-2023 11:10,3,72,3,₹ 360,4,Jaipur,Asia Pacific,India,INC000023582877
Incident,Incident,TEI-888,TEI Incident,Srinivas Gandhi M H S,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Low,Resolved,10-03-2023 17:15,Database,No,11-03-2023 17:15,3,72,3,₹ 360,4,Pune,Asia Pacific,India,INC000023532064
Incident,Employee,JML-148,Joiner,R Balaji,DIVYA SUSAN KURIAN,12-01-2023 17:15,15-01-2023 17:15,Medium,Done,11-03-2023 11:10,Network,No,16-03-2023 11:10,3,72,3,₹ 360,4,Jaipur,Asia Pacific,India,INC000023583708
Incident,Incident,TEI-889,TEI Incident,Kalpana Devi Elumalai,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Low,Resolved,11-03-2023 17:15,Deployement,No,12-03-2023 17:15,3,72,2,₹ 240,3,Pune,Asia Pacific,India,INC000023532569
Incident,Employee,JML-149,Leaver,Muthuraja M,DIVYA SUSAN KURIAN,12-01-2023 17:15,15-01-2023 17:15,Low,Done,12-03-2023 11:10,Database,Yes,17-03-2023 11:10,3,72,7,₹ 840,11,Chennai,Asia Pacific,India,INC000023584403
Incident,Incident,TEI-890,TEI Incident,Mansi Dhawas Sanjay,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,12-03-2023 17:15,Software,Yes,13-03-2023 17:15,3,72,7,₹ 840,11,Pune,Asia Pacific,India,INC000023532597
Incident,Employee,JML-150,Mover,Divya Kurian,DIVYA SUSAN KURIAN,12-01-2023 17:15,15-01-2023 17:15,Low,Done,13-03-2023 11:10,Deployement,Yes,18-03-2023 11:10,3,72,7,₹ 840,11,Chennai,Asia Pacific,India,INC000023584415
Incident,Incident,TEI-891,TEI Incident,Bharath PrathapBadugu,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,13-03-2023 17:15,Configuration,Yes,14-03-2023 17:15,3,72,7,₹ 840,11,Delhi,Asia Pacific,India,INC000023532650
Incident,Employee,JML-151,Joiner,Divya Susan Kurian,DIVYA SUSAN KURIAN,12-01-2023 17:15,15-01-2023 17:15,High,Done,14-03-2023 11:10,Software,Yes,19-03-2023 11:10,3,72,7,₹ 840,11,Chennai,Asia Pacific,India,INC000023584476
Incident,Incident,TEI-892,TEI Incident,Divya Susan Kurian,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,14-03-2023 17:15,Application,No,15-03-2023 17:15,3,72,7,₹ 840,11,Chennai,Asia Pacific,India,INC000023532856
Incident,Employee,JML-152,Leaver,Ankita Saha,DIVYA SUSAN KURIAN,12-01-2023 17:15,15-01-2023 17:15,High,Done,15-03-2023 11:10,Configuration,Yes,20-03-2023 11:10,3,72,7,₹ 840,11,Chennai,Asia Pacific,India,INC000023584519
Incident,Incident,TEI-893,TEI Incident,R Balaji,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Medium,Resolved,15-03-2023 17:15,Hardware,No,16-03-2023 17:15,3,72,7,₹ 840,11,Chennai,Asia Pacific,India,INC000023533004
Incident,Employee,JML-153,Mover,Amit Sikdar,DIVYA SUSAN KURIAN,12-01-2023 17:15,15-01-2023 17:15,High,Done,16-03-2023 11:10,Application,No,21-03-2023 11:10,3,72,7,₹ 840,11,Kochi,Asia Pacific,India,INC000023584576
Incident,Incident,TEI-894,TEI Incident,Muthuraja M,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Medium,Resolved,16-03-2023 17:15,Network,No,17-03-2023 17:15,3,72,7,₹ 840,11,Chennai,Asia Pacific,India,INC000023533065
Incident,Employee,JML-154,Joiner,Santhi Maadhaven,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,Medium,Done,17-03-2023 11:10,Hardware,No,22-03-2023 11:10,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023584675
Incident,Incident,TEI-895,TEI Incident,Divya Kurian,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,Low,Resolved,17-03-2023 17:15,Database,No,18-03-2023 17:15,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023533083
Incident,Employee,JML-155,Leaver,Hiren Modi,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,Medium,Done,18-03-2023 11:10,Network,No,23-03-2023 11:10,7,168,0,₹ 0,0,Pune,Asia Pacific,India,INC000023584738
Incident,Incident,TEI-896,TEI Incident,Divya Susan Kurian,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,Low,Resolved,18-03-2023 17:15,Deployement,No,19-03-2023 17:15,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023533140
Incident,Employee,JML-156,Mover,Sabarish V,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,Low,Done,19-03-2023 11:10,Database,Yes,24-03-2023 11:10,7,168,8,₹ 960,5,Chennai,Asia Pacific,India,INC000023584893
Incident,Incident,TEI-897,TEI Incident,Ankita Saha,Divya Kurian,12-01-2023 17:15,19-01-2023 17:15,High,Resolved,19-03-2023 17:15,Software,Yes,20-03-2023 17:15,7,168,5,₹ 600,3,Pune,Asia Pacific,India,INC000023533178
Incident,Employee,JML-157,Joiner,Kallem Venkata Sai Deepti Sindhura,DIVYA SUSAN KURIAN,12-01-2023 17:15,19-01-2023 17:15,Low,Done,20-03-2023 11:10,Deployement,Yes,25-03-2023 11:10,7,168,9,"₹ 1,080",6,Chennai,Asia Pacific,India,INC000023585237
Incident,Incident,TEI-898,TEI Incident,Amit Sikdar,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,High,Resolved,20-03-2023 17:15,Configuration,No,21-03-2023 17:15,2,48,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023533214
Incident,Employee,JML-158,Leaver,Lincy Mathew,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,High,Done,21-03-2023 11:10,Software,Yes,26-03-2023 11:10,2,48,4,₹ 480,9,Chennai,Asia Pacific,India,INC000023585300
Incident,Incident,TEI-899,TEI Incident,Santhi Maadhaven,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,High,Resolved,21-03-2023 17:15,Application,No,22-03-2023 17:15,2,48,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023533312
Incident,Employee,JML-159,Mover,Srinivas Gandhi M H S,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,High,Done,22-03-2023 11:10,Configuration,Yes,27-03-2023 11:10,2,48,8,₹ 960,20,Chennai,Asia Pacific,India,INC000023585392
Incident,Incident,TEI-900,TEI Incident,Hiren Modi,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Medium,Resolved,22-03-2023 17:15,Hardware,No,23-03-2023 17:15,2,48,0,₹ 0,0,Pune,Asia Pacific,India,INC000023533336
Incident,Employee,JML-160,Joiner,Kalpana Devi Elumalai,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,High,Done,23-03-2023 11:10,Application,Yes,28-03-2023 11:10,2,48,2,₹ 240,4,Chennai,Asia Pacific,India,INC000023585397
Incident,Incident,TEI-901,TEI Incident,Sabarish V,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Medium,Resolved,23-03-2023 17:15,Network,No,24-03-2023 17:15,2,48,0,₹ 0,0,Pune,Asia Pacific,India,INC000023533364
Incident,Employee,JML-161,Leaver,Mansi Dhawas Sanjay,DIVYA SUSAN KURIAN,12-01-2023 17:15,14-01-2023 17:15,Medium,Done,24-03-2023 11:10,Hardware,No,29-03-2023 11:10,2,48,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023585404
Incident,Incident,TEI-907,TEI Incident,Bharath PrathapBadugu,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Medium,Resolved,24-03-2023 17:15,Hardware,Yes,29-03-2023 17:15,2,48,9,"₹ 1,080",23,Pune,Asia Pacific,India,INC000023534121
Incident,Incident,TEI-908,TEI Incident,Divya Susan Kurian,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Medium,Resolved,24-03-2023 17:15,Network,No,29-03-2023 17:15,2,48,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023534318
Incident,Incident,TEI-909,TEI Incident,R Balaji,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Low,Resolved,24-03-2023 17:15,Database,Yes,29-03-2023 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023534447
Incident,Incident,TEI-910,TEI Incident,Muthuraja M,Divya Kurian,12-01-2023 17:15,14-01-2023 17:15,Low,Resolved,24-03-2023 17:15,Deployement,No,29-03-2023 17:15,2,48,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023534978
Incident,Incident,TEI-911,TEI Incident,Divya Kurian,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,24-03-2023 17:15,Software,Yes,29-03-2023 17:15,3,72,87,"₹ 10,440",-580,Chennai,Asia Pacific,India,INC000023535015
Incident,Incident,TEI-912,TEI Incident,Divya Susan Kurian,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,24-03-2023 17:15,Configuration,No,29-03-2023 17:15,3,72,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023535174
Incident,Incident,TEI-902,TEI Incident,Kallem Venkata Sai Deepti Sindhura,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Low,Resolved,24-03-2023 17:15,Database,No,29-03-2023 17:15,3,72,0,₹ 0,0,Pune,Asia Pacific,India,INC000023533428
Incident,Incident,TEI-903,TEI Incident,Lincy Mathew,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Low,Resolved,24-03-2023 17:15,Deployement,No,29-03-2023 17:15,3,72,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023533684
Incident,Incident,TEI-904,TEI Incident,Srinivas Gandhi M H S,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,24-03-2023 17:15,Software,Yes,29-03-2023 17:15,3,72,40,"₹ 4,800",125,Chennai,Asia Pacific,India,INC000023533801
Incident,Incident,TEI-905,TEI Incident,Kalpana Devi Elumalai,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,24-03-2023 17:15,Configuration,Yes,29-03-2023 17:15,3,72,40,"₹ 4,800",125,Kochi,Asia Pacific,India,INC000023534013
Incident,Incident,TEI-906,TEI Incident,Mansi Dhawas Sanjay,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,24-03-2023 17:15,Application,Yes,29-03-2023 17:15,3,72,40,"₹ 4,800",125,Jaipur,Asia Pacific,India,INC000023534031
Incident,Incident,TEI-913,TEI Incident,Ankita Saha,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,High,Resolved,24-03-2023 17:15,Application,Yes,29-03-2023 17:15,3,72,40,"₹ 4,800",125,Kochi,Asia Pacific,India,INC000023535188
Incident,Incident,TEI-914,TEI Incident,Amit Sikdar,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Medium,Resolved,24-03-2023 17:15,Hardware,Yes,29-03-2023 17:15,3,72,40,"₹ 4,800",125,Jaipur,Asia Pacific,India,INC000023535311
Incident,Incident,TEI-915,TEI Incident,Santhi Maadhaven,Divya Kurian,12-01-2023 17:15,15-01-2023 17:15,Medium,Resolved,24-03-2023 17:15,Network,Yes,29-03-2023 17:15,3,72,40,"₹ 4,800",125,Pune,Asia Pacific,India,INC000023535321
Incident,Incident,TEI-916,TEI Incident,Hiren Modi,Divya Kurian,13-01-2023 11:10,16-01-2023 11:10,Low,Resolved,24-03-2023 17:15,Database,No,29-03-2023 17:15,3,72,24,"₹ 2,880",50,Kochi,Asia Pacific,India,INC000023535496
Incident,Incident,TEI-917,TEI Incident,Sabarish V,Divya Kurian,13-01-2023 11:10,16-01-2023 11:10,Low,Resolved,24-03-2023 17:15,Deployement,No,29-03-2023 17:15,3,72,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023536221
Incident,Employee,JML-162,Mover,Bharath PrathapBadugu,DIVYA SUSAN KURIAN,13-01-2023 17:15,16-01-2023 17:15,Medium,Done,25-03-2023 11:10,Network,No,30-03-2023 11:10,3,72,7,₹ 840,11,Chennai,Asia Pacific,India,INC000023585414
Incident,Incident,TEI-918,TEI Incident,Kallem Venkata Sai Deepti Sindhura,Divya Kurian,14-01-2023 11:10,17-01-2023 11:10,High,Resolved,25-03-2023 17:15,Software,No,25-03-2023 17:15,3,72,24,"₹ 2,880",50,Delhi,Asia Pacific,India,INC000023536250
Incident,Employee,JML-163,Joiner,Divya Susan Kurian,DIVYA SUSAN KURIAN,14-01-2023 11:10,17-01-2023 11:10,Low,Done,26-03-2023 11:10,Database,No,31-03-2023 11:10,3,72,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023585421
Incident,Incident,TEI-919,TEI Incident,Lincy Mathew,Divya Kurian,14-01-2023 17:15,17-01-2023 17:15,High,Resolved,26-03-2023 17:15,Configuration,No,26-03-2023 17:15,3,72,7,₹ 840,11,Kochi,Asia Pacific,India,INC000023536396
Incident,Employee,JML-164,Leaver,R Balaji,DIVYA SUSAN KURIAN,15-01-2023 11:10,18-01-2023 11:10,Low,Done,27-03-2023 11:10,Deployement,No,01-04-2023 11:10,3,72,24,"₹ 2,880",50,Kochi,Asia Pacific,India,INC000023585427
Incident,Incident,TEI-920,TEI Incident,Srinivas Gandhi M H S,Divya Kurian,15-01-2023 11:10,18-01-2023 11:10,High,Resolved,27-03-2023 17:15,Application,No,27-03-2023 17:15,3,72,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023536421
Incident,Employee,JML-165,Mover,Muthuraja M,DIVYA SUSAN KURIAN,15-01-2023 17:15,18-01-2023 17:15,High,Done,28-03-2023 11:10,Software,No,02-04-2023 11:10,3,72,7,₹ 840,11,Pune,Asia Pacific,India,INC000023585431
Incident,Incident,TEI-921,TEI Incident,Kalpana Devi Elumalai,Divya Kurian,16-01-2023 11:10,19-01-2023 11:10,Medium,Resolved,28-03-2023 17:15,Hardware,Yes,29-03-2023 17:15,3,72,24,"₹ 2,880",50,Pune,Asia Pacific,India,INC000023536431
Incident,Employee,JML-166,Joiner,Divya Kurian,DIVYA SUSAN KURIAN,16-01-2023 11:10,19-01-2023 11:10,High,Done,29-03-2023 11:10,Configuration,Yes,03-04-2023 11:10,3,72,46,"₹ 5,520",177,Jaipur,Asia Pacific,India,INC000023585477
Incident,Incident,TEI-922,TEI Incident,Mansi Dhawas Sanjay,Divya Kurian,16-01-2023 17:15,19-01-2023 17:15,Medium,Resolved,29-03-2023 17:15,Network,No,30-03-2023 17:15,3,72,6,₹ 720,9,Chennai,Asia Pacific,India,INC000023536436
Incident,Employee,JML-167,Leaver,Divya Susan Kurian,DIVYA SUSAN KURIAN,16-01-2023 17:15,19-01-2023 17:15,High,Done,30-03-2023 11:10,Application,Yes,04-04-2023 11:10,3,72,2,₹ 240,3,Delhi,Asia Pacific,India,INC000023585478
Incident,Incident,TEI-923,TEI Incident,Bharath PrathapBadugu,Divya Kurian,16-01-2023 17:15,19-01-2023 17:15,Low,Resolved,30-03-2023 17:15,Database,No,31-03-2023 17:15,3,72,6,₹ 720,9,Chennai,Asia Pacific,India,INC000023536478
Incident,Employee,JML-168,Mover,Ankita Saha,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Medium,Done,31-03-2023 11:10,Hardware,Yes,05-04-2023 11:10,7,168,6,₹ 720,4,Delhi,Asia Pacific,India,INC000023585487
Incident,Incident,TEI-924,TEI Incident,Divya Susan Kurian,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Low,Resolved,31-03-2023 17:15,Deployement,No,01-04-2023 17:15,7,168,6,₹ 720,4,Chennai,Asia Pacific,India,INC000023536497
Incident,Employee,JML-169,Joiner,Amit Sikdar,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Medium,Done,01-04-2023 11:10,Network,Yes,06-04-2023 11:10,7,168,6,₹ 720,4,Kochi,Asia Pacific,India,INC000023585488
Incident,Incident,TEI-925,TEI Incident,R Balaji,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,High,Resolved,01-04-2023 17:15,Software,No,02-04-2023 17:15,7,168,6,₹ 720,4,Chennai,Asia Pacific,India,INC000023536509
Incident,Employee,JML-170,Leaver,Santhi Maadhaven,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Low,Done,02-04-2023 11:10,Database,No,07-04-2023 11:10,7,168,6,₹ 720,4,Pune,Asia Pacific,India,INC000023585528
Incident,Incident,TEI-926,TEI Incident,Muthuraja M,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,High,Resolved,02-04-2023 17:15,Configuration,No,03-04-2023 17:15,7,168,6,₹ 720,4,Chennai,Asia Pacific,India,INC000023536519
Incident,Employee,JML-171,Mover,Hiren Modi,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Low,Done,03-04-2023 11:10,Deployement,No,08-04-2023 11:10,7,168,6,₹ 720,4,Pune,Asia Pacific,India,INC000023585618
Incident,Incident,TEI-927,TEI Incident,Divya Kurian,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,High,Resolved,03-04-2023 17:15,Application,No,05-04-2023 17:15,7,168,6,₹ 720,4,Chennai,Asia Pacific,India,INC000023536528
Incident,Employee,JML-172,Joiner,Sabarish V,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,High,Done,04-04-2023 11:10,Software,No,09-04-2023 11:10,7,168,104,"₹ 12,480",163,Pune,Asia Pacific,India,INC000023585678
Incident,Incident,TEI-928,TEI Incident,Divya Susan Kurian,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Medium,Resolved,04-04-2023 17:15,Hardware,Yes,06-04-2023 17:15,7,168,104,"₹ 12,480",163,Chennai,Asia Pacific,India,INC000023536567
Incident,Employee,JML-173,Leaver,Kallem Venkata Sai Deepti Sindhura,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,High,Done,05-04-2023 11:10,Configuration,No,10-04-2023 11:10,7,168,104,"₹ 12,480",163,Delhi,Asia Pacific,India,INC000023585805
Incident,Incident,TEI-929,TEI Incident,Ankita Saha,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Medium,Resolved,05-04-2023 17:15,Network,No,07-04-2023 17:15,7,168,104,"₹ 12,480",163,Kochi,Asia Pacific,India,INC000023536597
Incident,Employee,JML-174,Mover,Lincy Mathew,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,High,Done,06-04-2023 11:10,Application,No,11-04-2023 11:10,7,168,104,"₹ 12,480",163,Chennai,Asia Pacific,India,INC000023585810
Incident,Incident,TEI-930,TEI Incident,Amit Sikdar,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Low,Resolved,06-04-2023 17:15,Database,No,08-04-2023 17:15,7,168,104,"₹ 12,480",163,Kochi,Asia Pacific,India,INC000023536600
Incident,Employee,JML-175,Joiner,Srinivas Gandhi M H S,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Medium,Done,07-04-2023 11:10,Hardware,No,12-04-2023 11:10,7,168,104,"₹ 12,480",163,Chennai,Asia Pacific,India,INC000023585913
Incident,Incident,TEI-931,TEI Incident,Santhi Maadhaven,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Low,Resolved,07-04-2023 17:15,Deployement,No,09-04-2023 17:15,7,168,104,"₹ 12,480",163,Pune,Asia Pacific,India,INC000023536633
Incident,Employee,JML-176,Leaver,Kalpana Devi Elumalai,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Medium,Done,08-04-2023 11:10,Network,No,13-04-2023 11:10,7,168,104,"₹ 12,480",163,Chennai,Asia Pacific,India,INC000023585996
Incident,Incident,TEI-932,TEI Incident,Hiren Modi,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,High,Resolved,08-04-2023 17:15,Software,No,10-04-2023 17:15,7,168,104,"₹ 12,480",163,Jaipur,Asia Pacific,India,INC000023536943
Incident,Employee,JML-177,Mover,Mansi Dhawas Sanjay,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Low,Done,09-04-2023 11:10,Database,No,14-04-2023 11:10,7,168,104,"₹ 12,480",163,Chennai,Asia Pacific,India,INC000023586312
Incident,Incident,TEI-933,TEI Incident,Sabarish V,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,High,Resolved,09-04-2023 17:15,Configuration,No,11-04-2023 17:15,7,168,104,"₹ 12,480",163,Delhi,Asia Pacific,India,INC000023537044
Incident,Employee,JML-178,Joiner,Bharath PrathapBadugu,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Low,Done,10-04-2023 11:10,Deployement,No,15-04-2023 11:10,7,168,8,₹ 960,5,Chennai,Asia Pacific,India,INC000023586483
Incident,Incident,TEI-934,TEI Incident,Kallem Venkata Sai Deepti Sindhura,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,High,Resolved,10-04-2023 17:15,Application,No,12-04-2023 17:15,7,168,8,₹ 960,5,Delhi,Asia Pacific,India,INC000023537148
Incident,Employee,JML-179,Leaver,Divya Susan Kurian,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,High,Done,11-04-2023 11:10,Software,Yes,16-04-2023 11:10,7,168,8,₹ 960,5,Chennai,Asia Pacific,India,INC000023586519
Incident,Incident,TEI-935,TEI Incident,Lincy Mathew,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Medium,Resolved,11-04-2023 17:15,Hardware,Yes,14-04-2023 17:15,7,168,8,₹ 960,5,Kochi,Asia Pacific,India,INC000023537270
Incident,Employee,JML-180,Mover,R Balaji,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,High,Done,12-04-2023 11:10,Configuration,Yes,17-04-2023 11:10,7,168,8,₹ 960,5,Kochi,Asia Pacific,India,INC000023586783
Incident,Incident,TEI-936,TEI Incident,Srinivas Gandhi M H S,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Medium,Resolved,12-04-2023 17:15,Network,Yes,15-04-2023 17:15,7,168,8,₹ 960,5,Pune,Asia Pacific,India,INC000023537530
Incident,Employee,JML-181,Joiner,Muthuraja M,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,High,Done,13-04-2023 11:10,Application,Yes,18-04-2023 11:10,7,168,56,"₹ 6,720",50,Delhi,Asia Pacific,India,INC000023586890
Incident,Incident,TEI-937,TEI Incident,Kalpana Devi Elumalai,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Low,Resolved,13-04-2023 17:15,Database,No,16-04-2023 17:15,7,168,56,"₹ 6,720",50,Pune,Asia Pacific,India,INC000023537730
Incident,Employee,JML-182,Leaver,Divya Kurian,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Medium,Done,14-04-2023 11:10,Hardware,Yes,19-04-2023 11:10,7,168,56,"₹ 6,720",50,Pune,Asia Pacific,India,INC000023587684
Incident,Incident,TEI-938,TEI Incident,Mansi Dhawas Sanjay,Divya Kurian,16-01-2023 17:15,23-01-2023 17:15,Low,Resolved,14-04-2023 17:15,Deployement,Yes,17-04-2023 17:15,7,168,56,"₹ 6,720",50,Pune,Asia Pacific,India,INC000023537917
Incident,Employee,JML-183,Mover,Divya Susan Kurian,DIVYA SUSAN KURIAN,16-01-2023 17:15,23-01-2023 17:15,Medium,Done,15-04-2023 11:10,Network,No,20-04-2023 11:10,7,168,56,"₹ 6,720",50,Pune,Asia Pacific,India,INC000023587685
